batch,arm,cell,seed,game,bot,sharePar,src,K,size,turnCap,budgetMs,roster
batch2-incoming,sampled-cap,headline-mix-king,69714,batch2-incoming|headline-mix-king|69714|headline-mix-king-s69714-r1.jsonl.gz,lobster-territory,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69714,batch2-incoming|headline-mix-king|69714|headline-mix-king-s69714-r1.jsonl.gz,lobster-material,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,null-snake6,69701,batch2-incoming|null-snake6|69701|null-snake6-s69701-r1.jsonl.gz,reflex,0,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69701,batch2-incoming|null-snake6|69701|null-snake6-s69701-r1.jsonl.gz,lobster-territory,2.7142857142857144,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69701,batch2-incoming|null-snake6|69701|null-snake6-s69701-r1.jsonl.gz,lobster-material,0.2857142857142857,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69709,batch2-incoming|null-snake6|69709|null-snake6-s69709-r1.jsonl.gz,reflex,0,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69709,batch2-incoming|null-snake6|69709|null-snake6-s69709-r1.jsonl.gz,lobster-territory,2.1206896551724137,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69709,batch2-incoming|null-snake6|69709|null-snake6-s69709-r1.jsonl.gz,lobster-material,0.8793103448275862,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69701,batch2-incoming|null-snake6|69701|null-snake6-s69701-r0.jsonl.gz,lobster-territory,2.4,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69701,batch2-incoming|null-snake6|69701|null-snake6-s69701-r0.jsonl.gz,lobster-material,0.3,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69701,batch2-incoming|null-snake6|69701|null-snake6-s69701-r0.jsonl.gz,reflex,0.3,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69713,batch2-incoming|snake5-queen|69713|snake5-queen-s69713-r2.jsonl.gz,lobster-material,1.0909090909090908,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69713,batch2-incoming|snake5-queen|69713|snake5-queen-s69713-r2.jsonl.gz,reflex,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69713,batch2-incoming|snake5-queen|69713|snake5-queen-s69713-r2.jsonl.gz,lobster-territory,1.9090909090909092,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69702,batch2-incoming|snake5-queen|69702|snake5-queen-s69702-r1.jsonl.gz,reflex,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69702,batch2-incoming|snake5-queen|69702|snake5-queen-s69702-r1.jsonl.gz,lobster-territory,3,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69702,batch2-incoming|snake5-queen|69702|snake5-queen-s69702-r1.jsonl.gz,lobster-material,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69703,batch2-incoming|null-snake6|69703|null-snake6-s69703-r2.jsonl.gz,lobster-material,1.0833333333333333,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69703,batch2-incoming|null-snake6|69703|null-snake6-s69703-r2.jsonl.gz,reflex,0.5,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69703,batch2-incoming|null-snake6|69703|null-snake6-s69703-r2.jsonl.gz,lobster-territory,1.4166666666666667,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69708,batch2-incoming|snake5-queen|69708|snake5-queen-s69708-r0.jsonl.gz,lobster-territory,2.0625,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69708,batch2-incoming|snake5-queen|69708|snake5-queen-s69708-r0.jsonl.gz,lobster-material,0.9375,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69708,batch2-incoming|snake5-queen|69708|snake5-queen-s69708-r0.jsonl.gz,reflex,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69703,batch2-incoming|headline-mix-king|69703|headline-mix-king-s69703-r2.jsonl.gz,lobster-material,1.518987341772152,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69703,batch2-incoming|headline-mix-king|69703|headline-mix-king-s69703-r2.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69703,batch2-incoming|headline-mix-king|69703|headline-mix-king-s69703-r2.jsonl.gz,lobster-territory,1.481012658227848,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69712,batch2-incoming|snake5-queen|69712|snake5-queen-s69712-r2.jsonl.gz,lobster-material,1.7796610169491525,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69712,batch2-incoming|snake5-queen|69712|snake5-queen-s69712-r2.jsonl.gz,reflex,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69712,batch2-incoming|snake5-queen|69712|snake5-queen-s69712-r2.jsonl.gz,lobster-territory,1.2203389830508475,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69707,batch2-incoming|null-snake6|69707|null-snake6-s69707-r0.jsonl.gz,lobster-territory,2.203125,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69707,batch2-incoming|null-snake6|69707|null-snake6-s69707-r0.jsonl.gz,lobster-material,0.796875,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69707,batch2-incoming|null-snake6|69707|null-snake6-s69707-r0.jsonl.gz,reflex,0,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69704,batch2-incoming|snake5-queen|69704|snake5-queen-s69704-r2.jsonl.gz,lobster-material,2.7,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69704,batch2-incoming|snake5-queen|69704|snake5-queen-s69704-r2.jsonl.gz,reflex,0.3,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69704,batch2-incoming|snake5-queen|69704|snake5-queen-s69704-r2.jsonl.gz,lobster-territory,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69701,batch2-incoming|snake5-queen|69701|snake5-queen-s69701-r1.jsonl.gz,reflex,0.21739130434782608,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69701,batch2-incoming|snake5-queen|69701|snake5-queen-s69701-r1.jsonl.gz,lobster-territory,1.7826086956521738,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69701,batch2-incoming|snake5-queen|69701|snake5-queen-s69701-r1.jsonl.gz,lobster-material,1,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69703,batch2-incoming|snake5-queen|69703|snake5-queen-s69703-r2.jsonl.gz,lobster-material,1.0985915492957747,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69703,batch2-incoming|snake5-queen|69703|snake5-queen-s69703-r2.jsonl.gz,reflex,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69703,batch2-incoming|snake5-queen|69703|snake5-queen-s69703-r2.jsonl.gz,lobster-territory,1.9014084507042253,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69716,batch2-incoming|null-snake6|69716|null-snake6-s69716-r2.jsonl.gz,lobster-material,0.9863013698630136,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69716,batch2-incoming|null-snake6|69716|null-snake6-s69716-r2.jsonl.gz,reflex,0,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69716,batch2-incoming|null-snake6|69716|null-snake6-s69716-r2.jsonl.gz,lobster-territory,2.0136986301369864,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69707,batch2-incoming|headline-mix-king|69707|headline-mix-king-s69707-r2.jsonl.gz,lobster-material,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69707,batch2-incoming|headline-mix-king|69707|headline-mix-king-s69707-r2.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69707,batch2-incoming|headline-mix-king|69707|headline-mix-king-s69707-r2.jsonl.gz,lobster-territory,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69711,batch2-incoming|snake5-queen|69711|snake5-queen-s69711-r2.jsonl.gz,lobster-material,1.935483870967742,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69711,batch2-incoming|snake5-queen|69711|snake5-queen-s69711-r2.jsonl.gz,reflex,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69711,batch2-incoming|snake5-queen|69711|snake5-queen-s69711-r2.jsonl.gz,lobster-territory,1.064516129032258,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69715,batch2-incoming|snake5-queen|69715|snake5-queen-s69715-r2.jsonl.gz,lobster-material,0.9375,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69715,batch2-incoming|snake5-queen|69715|snake5-queen-s69715-r2.jsonl.gz,reflex,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69715,batch2-incoming|snake5-queen|69715|snake5-queen-s69715-r2.jsonl.gz,lobster-territory,2.0625,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69715,batch2-incoming|null-snake6|69715|null-snake6-s69715-r0.jsonl.gz,lobster-territory,2.6842105263157894,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69715,batch2-incoming|null-snake6|69715|null-snake6-s69715-r0.jsonl.gz,lobster-material,0.3157894736842105,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69715,batch2-incoming|null-snake6|69715|null-snake6-s69715-r0.jsonl.gz,reflex,0,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69703,batch2-incoming|headline-mix-king|69703|headline-mix-king-s69703-r1.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69703,batch2-incoming|headline-mix-king|69703|headline-mix-king-s69703-r1.jsonl.gz,lobster-territory,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69703,batch2-incoming|headline-mix-king|69703|headline-mix-king-s69703-r1.jsonl.gz,lobster-material,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69704,batch2-incoming|headline-mix-king|69704|headline-mix-king-s69704-r0.jsonl.gz,lobster-territory,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69704,batch2-incoming|headline-mix-king|69704|headline-mix-king-s69704-r0.jsonl.gz,lobster-material,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69704,batch2-incoming|headline-mix-king|69704|headline-mix-king-s69704-r0.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69715,batch2-incoming|snake5-queen|69715|snake5-queen-s69715-r0.jsonl.gz,lobster-territory,1.9130434782608696,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69715,batch2-incoming|snake5-queen|69715|snake5-queen-s69715-r0.jsonl.gz,lobster-material,1.0869565217391304,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69715,batch2-incoming|snake5-queen|69715|snake5-queen-s69715-r0.jsonl.gz,reflex,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69716,batch2-incoming|snake5-queen|69716|snake5-queen-s69716-r0.jsonl.gz,lobster-territory,1.9838709677419355,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69716,batch2-incoming|snake5-queen|69716|snake5-queen-s69716-r0.jsonl.gz,lobster-material,1.0161290322580645,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69716,batch2-incoming|snake5-queen|69716|snake5-queen-s69716-r0.jsonl.gz,reflex,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69704,batch2-incoming|null-snake6|69704|null-snake6-s69704-r2.jsonl.gz,lobster-material,0.5538461538461539,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69704,batch2-incoming|null-snake6|69704|null-snake6-s69704-r2.jsonl.gz,reflex,0.4153846153846154,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69704,batch2-incoming|null-snake6|69704|null-snake6-s69704-r2.jsonl.gz,lobster-territory,2.0307692307692307,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69703,batch2-incoming|null-snake6|69703|null-snake6-s69703-r1.jsonl.gz,reflex,0,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69703,batch2-incoming|null-snake6|69703|null-snake6-s69703-r1.jsonl.gz,lobster-territory,2.4193548387096775,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69703,batch2-incoming|null-snake6|69703|null-snake6-s69703-r1.jsonl.gz,lobster-material,0.5806451612903226,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69706,batch2-incoming|headline-mix-king|69706|headline-mix-king-s69706-r0.jsonl.gz,lobster-territory,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69706,batch2-incoming|headline-mix-king|69706|headline-mix-king-s69706-r0.jsonl.gz,lobster-material,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69706,batch2-incoming|headline-mix-king|69706|headline-mix-king-s69706-r0.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69701,batch2-incoming|snake5-queen|69701|snake5-queen-s69701-r0.jsonl.gz,lobster-territory,1.3943661971830985,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69701,batch2-incoming|snake5-queen|69701|snake5-queen-s69701-r0.jsonl.gz,lobster-material,1.6056338028169015,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69701,batch2-incoming|snake5-queen|69701|snake5-queen-s69701-r0.jsonl.gz,reflex,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69707,batch2-incoming|headline-mix-king|69707|headline-mix-king-s69707-r1.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69707,batch2-incoming|headline-mix-king|69707|headline-mix-king-s69707-r1.jsonl.gz,lobster-territory,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69707,batch2-incoming|headline-mix-king|69707|headline-mix-king-s69707-r1.jsonl.gz,lobster-material,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69706,batch2-incoming|headline-mix-king|69706|headline-mix-king-s69706-r2.jsonl.gz,lobster-material,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69706,batch2-incoming|headline-mix-king|69706|headline-mix-king-s69706-r2.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69706,batch2-incoming|headline-mix-king|69706|headline-mix-king-s69706-r2.jsonl.gz,lobster-territory,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69707,batch2-incoming|snake5-queen|69707|snake5-queen-s69707-r0.jsonl.gz,lobster-territory,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69707,batch2-incoming|snake5-queen|69707|snake5-queen-s69707-r0.jsonl.gz,lobster-material,3,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69707,batch2-incoming|snake5-queen|69707|snake5-queen-s69707-r0.jsonl.gz,reflex,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69713,batch2-incoming|headline-mix-king|69713|headline-mix-king-s69713-r2.jsonl.gz,lobster-material,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69713,batch2-incoming|headline-mix-king|69713|headline-mix-king-s69713-r2.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69713,batch2-incoming|headline-mix-king|69713|headline-mix-king-s69713-r2.jsonl.gz,lobster-territory,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,null-snake6,69715,batch2-incoming|null-snake6|69715|null-snake6-s69715-r2.jsonl.gz,lobster-material,0.18181818181818182,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69715,batch2-incoming|null-snake6|69715|null-snake6-s69715-r2.jsonl.gz,reflex,0.36363636363636365,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69715,batch2-incoming|null-snake6|69715|null-snake6-s69715-r2.jsonl.gz,lobster-territory,2.4545454545454546,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69714,batch2-incoming|null-snake6|69714|null-snake6-s69714-r1.jsonl.gz,reflex,0,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69714,batch2-incoming|null-snake6|69714|null-snake6-s69714-r1.jsonl.gz,lobster-territory,3,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69714,batch2-incoming|null-snake6|69714|null-snake6-s69714-r1.jsonl.gz,lobster-material,0,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69702,batch2-incoming|null-snake6|69702|null-snake6-s69702-r2.jsonl.gz,lobster-material,0.21428571428571427,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69702,batch2-incoming|null-snake6|69702|null-snake6-s69702-r2.jsonl.gz,reflex,0,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69702,batch2-incoming|null-snake6|69702|null-snake6-s69702-r2.jsonl.gz,lobster-territory,2.7857142857142856,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69704,batch2-incoming|headline-mix-king|69704|headline-mix-king-s69704-r1.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69704,batch2-incoming|headline-mix-king|69704|headline-mix-king-s69704-r1.jsonl.gz,lobster-territory,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69704,batch2-incoming|headline-mix-king|69704|headline-mix-king-s69704-r1.jsonl.gz,lobster-material,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69711,batch2-incoming|headline-mix-king|69711|headline-mix-king-s69711-r2.jsonl.gz,lobster-material,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69711,batch2-incoming|headline-mix-king|69711|headline-mix-king-s69711-r2.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69711,batch2-incoming|headline-mix-king|69711|headline-mix-king-s69711-r2.jsonl.gz,lobster-territory,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69710,batch2-incoming|headline-mix-king|69710|headline-mix-king-s69710-r0.jsonl.gz,lobster-territory,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69710,batch2-incoming|headline-mix-king|69710|headline-mix-king-s69710-r0.jsonl.gz,lobster-material,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69710,batch2-incoming|headline-mix-king|69710|headline-mix-king-s69710-r0.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69708,batch2-incoming|headline-mix-king|69708|headline-mix-king-s69708-r2.jsonl.gz,lobster-material,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69708,batch2-incoming|headline-mix-king|69708|headline-mix-king-s69708-r2.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69708,batch2-incoming|headline-mix-king|69708|headline-mix-king-s69708-r2.jsonl.gz,lobster-territory,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,null-snake6,69702,batch2-incoming|null-snake6|69702|null-snake6-s69702-r1.jsonl.gz,reflex,0,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69702,batch2-incoming|null-snake6|69702|null-snake6-s69702-r1.jsonl.gz,lobster-territory,2.23728813559322,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69702,batch2-incoming|null-snake6|69702|null-snake6-s69702-r1.jsonl.gz,lobster-material,0.7627118644067796,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69715,batch2-incoming|snake5-queen|69715|snake5-queen-s69715-r1.jsonl.gz,reflex,0,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69715,batch2-incoming|snake5-queen|69715|snake5-queen-s69715-r1.jsonl.gz,lobster-territory,2.4857142857142858,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,snake5-queen,69715,batch2-incoming|snake5-queen|69715|snake5-queen-s69715-r1.jsonl.gz,lobster-material,0.5142857142857142,native,3,25,120,2000,queen|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69712,batch2-incoming|null-snake6|69712|null-snake6-s69712-r2.jsonl.gz,lobster-material,0.19047619047619047,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69712,batch2-incoming|null-snake6|69712|null-snake6-s69712-r2.jsonl.gz,reflex,0,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69712,batch2-incoming|null-snake6|69712|null-snake6-s69712-r2.jsonl.gz,lobster-territory,2.8095238095238093,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69707,batch2-incoming|null-snake6|69707|null-snake6-s69707-r1.jsonl.gz,reflex,0.2891566265060241,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69707,batch2-incoming|null-snake6|69707|null-snake6-s69707-r1.jsonl.gz,lobster-territory,2.2048192771084336,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69707,batch2-incoming|null-snake6|69707|null-snake6-s69707-r1.jsonl.gz,lobster-material,0.5060240963855421,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69714,batch2-incoming|headline-mix-king|69714|headline-mix-king-s69714-r0.jsonl.gz,lobster-territory,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69714,batch2-incoming|headline-mix-king|69714|headline-mix-king-s69714-r0.jsonl.gz,lobster-material,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69714,batch2-incoming|headline-mix-king|69714|headline-mix-king-s69714-r0.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69702,batch2-incoming|headline-mix-king|69702|headline-mix-king-s69702-r1.jsonl.gz,reflex,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69702,batch2-incoming|headline-mix-king|69702|headline-mix-king-s69702-r1.jsonl.gz,lobster-territory,3,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,headline-mix-king,69702,batch2-incoming|headline-mix-king|69702|headline-mix-king-s69702-r1.jsonl.gz,lobster-material,0,native,3,25,120,2000,king|queen|rook|knight|snake|snake
batch2-incoming,sampled-cap,null-snake6,69716,batch2-incoming|null-snake6|69716|null-snake6-s69716-r1.jsonl.gz,reflex,0.3157894736842105,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69716,batch2-incoming|null-snake6|69716|null-snake6-s69716-r1.jsonl.gz,lobster-territory,1.855263157894737,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
batch2-incoming,sampled-cap,null-snake6,69716,batch2-incoming|null-snake6|69716|null-snake6-s69716-r1.jsonl.gz,lobster-material,0.8289473684210527,native,3,25,120,2000,snake|snake|snake|snake|snake|snake
